1000, 0.008163405999999998
2000, 0.03629086000000001
3000, 0.06288173300000001
4000, 0.087649107
5000, 0.12989758599999998
6000, 0.17696223
7000, 0.24063406399999998
8000, 0.2994118
9000, 0.38203154299999986
10000, 0.45698720299999995
11000, 0.547660831
12000, 0.683624697
13000, 0.7809860790000003
14000, 0.8907129569999999
15000, 1.0855084679999996
16000, 1.2612981620000001
17000, 1.285382940999999
18000, 1.4242131249999996
19000, 1.5595961980000013
20000, 1.7657617860000006
21000, 1.9369396559999998
22000, 2.056579505
23000, 2.214921778000001
24000, 2.393105681999998
25000, 2.6544009230000007
26000, 2.8102202149999975
27000, 3.0089533280000005
28000, 3.2091174789999997
29000, 3.440284106
30000, 3.661359484000002
31000, 3.948902179000001
32000, 4.1338307880000045
33000, 4.398209091000005
34000, 4.6232669759999965
35000, 4.8812048540000035
36000, 5.144044127999997
37000, 5.533078713999998
38000, 5.672459434000004
39000, 6.108497545999995
40000, 6.234932714999999
41000, 6.559516543000001
42000, 6.875841519000005
43000, 7.194871125999995
44000, 7.481421347000008
45000, 7.819206933999993
46000, 8.115754316000007
47000, 8.470613669999977
48000, 8.866114922999998
49000, 9.149787996000015
50000, 9.524063439000003
51000, 10.028586956999987
52000, 10.28414054800001
53000, 10.68781349599999
54000, 11.07642151799999
55000, 11.442704969000005
56000, 11.845189361999985
57000, 12.242581303000009
58000, 12.970761840000023
